,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
83,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,Negatif,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selangnya', 'sependek', 'apa', 'sih', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'aku', 'cari', 'enggak', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selang', 'pendek', 'apa', 'sih', 'hilang', 'bawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'aku', 'cari', 'enggak', 'selang', 'pakai', 'tube', 'aja', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'masalah', 'mulu', 'sayang', 'banget', 'padahal', 'formula', 'bagus', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']"
84,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,Negatif,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']","['parah', 'banget', 'seller', 'pengiriman', 'kurir', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'seller', 'tidak', 'professional', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'hargai', 'customer', 'membungkus', 'paket', 'baik', 'benar']","['parah', 'banget', 'seller', 'kirim', 'kurir', 'lama', 'banget', 'kirim', 'plus', 'waktu', 'buka', 'paket', 'rusak', 'enggak', 'jelas', 'seller', 'tidak', 'professional', 'tidak', 'niat', 'jual', 'sama', 'sekali', 'meski', 'official', 'store', 'harga', 'customer', 'bungkus', 'paket', 'baik', 'benar']"
85,untuk packaging suka bangettt dan pengeriman juga cepat cuman sorry bgt kykny memang ga cocok di aku kyk lgsg jerawatan besar gitu,Netral,untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kykny memang enggak cocok di aku kayak langsung jerawatan besar begitu,"['untuk', 'packaging', 'suka', 'banget', 'dan', 'pengeriman', 'juga', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'memang', 'enggak', 'cocok', 'di', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar', 'begitu']","['packaging', 'suka', 'banget', 'pengeriman', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'memang', 'enggak', 'cocok', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar']","['packaging', 'suka', 'banget', 'rim', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'memang', 'enggak', 'cocok', 'aku', 'kayak', 'langsung', 'jerawat', 'besar']"
86,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,Negatif,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,"['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'saya', 'sudah', 'pemakaian', 'bulan', 'kanan', 'masih', 'bening']","['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'pemakaian', 'bulan', 'kanan', 'bening']","['warna', 'kuning', 'kiri', 'padahal', 'baru', 'buka', 'punya', 'pakai', 'bulan', 'kanan', 'bening']"
87,bener jadi geprek gak pake bubble wrap sama sekali hancur semua,Negatif,benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,"['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']","['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']","['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']"
88,belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yg baik dan cepat,Positif,belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik dan cepat,"['belum', 'coba', 'pertama', 'kali', 'beli', 'semoga', 'cocok', 'bintang', 'ini', 'diberikan', 'untuk', 'respon', 'admin', 'dan', 'pengantaran', 'pesanan', 'yang', 'baik', 'dan', 'cepat']","['belum', 'coba', 'pertama', 'kali', 'beli', 'semoga', 'cocok', 'bintang', 'diberikan', 'respon', 'admin', 'pengantaran', 'pesanan', 'baik', 'cepat']","['belum', 'coba', 'pertama', 'kali', 'beli', 'moga', 'cocok', 'bintang', 'beri', 'respon', 'admin', 'antar', 'pesan', 'baik', 'cepat']"
89,fast response on time delivery,Positif,fast response on time delivery,"['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']"
90,blm coba semoga cocok,Positif,belum coba semoga cocok,"['belum', 'coba', 'semoga', 'cocok']","['belum', 'coba', 'semoga', 'cocok']","['belum', 'coba', 'moga', 'cocok']"
91,tipe kulitku berminyak masalah kulitku pori besar,Netral,tipe kulitku berminyak masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'pori', 'besar']"
92,semoga cocok  makasih bonusnya,Positif,semoga cocok  terima kasih bonusnya,"['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['moga', 'cocok', 'terima', 'kasih', 'bonus']"
93,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karna pengiriman dipindahtangankan sama kurir pertama kecewa saya pdhal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya trimakasih,Negatif,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karena pengiriman dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih,"['barang', 'tidak', 'saya', 'terima', 'sampai', 'sekarang', 'kurir', 'ditanya', 'balesnya', 'lama', 'karena', 'pengiriman', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'saya', 'padahal', 'alamat', 'sudah', 'sesuai', 'dan', 'biasanya', 'begini', 'tolong', 'kak', 'dikomplain', 'bagian', 'ekspedisi', 'pengirimannya', 'terima', 'kasih']","['barang', 'tidak', 'terima', 'sekarang', 'kurir', 'ditanya', 'balesnya', 'lama', 'pengiriman', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'padahal', 'alamat', 'sesuai', 'biasanya', 'begini', 'kak', 'dikomplain', 'bagian', 'ekspedisi', 'pengirimannya', 'terima', 'kasih']","['barang', 'tidak', 'terima', 'sekarang', 'kurir', 'tanya', 'balesnya', 'lama', 'kirim', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'padahal', 'alamat', 'sesuai', 'biasa', 'begini', 'kak', 'komplain', 'bagi', 'ekspedisi', 'kirim', 'terima', 'kasih']"
94,engga cocok mukaku tambah jerawat parah,Negatif,enggak cocok mukaku tambah jerawat parah,"['enggak', 'cocok', 'mukaku', 'tambah', 'jerawat', 'parah']","['enggak', 'cocok', 'mukaku', 'tambah', 'jerawat', 'parah']","['enggak', 'cocok', 'muka', 'tambah', 'jerawat', 'parah']"
95,hadiahnya bohongan,Negatif,hadiahnya bohongan,"['hadiahnya', 'bohongan']","['hadiahnya', 'bohongan']","['hadiah', 'bohong']"
96,bohong,Negatif,bohong,['bohong'],['bohong'],['bohong']
97,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,Positif,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,"['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['baru', 'mau', 'coba', 'moga', 'cocok', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat']"
98,okeee,Positif,oke,['oke'],['oke'],['oke']
99,tipe kulitku kering tipe kulitku normal,Netral,tipe kulitku kering tipe kulitku normal,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal']"
100,pertama kali nyobain dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake tp ternyata blend bgt ma kulit warnanya jd agak lbh cerah tp bukan jd tone up jg teksturnya ky foundy cair cpt nyerap awalnya ky mate pas udah kering tp lama jd glow up,Positif,pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,"['pertama', 'kali', 'mencoba', 'dengan', 'warna', 'kulit', 'saya', 'yang', 'cenderung', 'agak', 'gelap', 'awalnya', 'saya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'tapi', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'agak', 'lebih', 'cerah', 'tapi', 'bukan', 'jadi', 'tone', 'up', 'juga', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'sudah', 'kering', 'tapi', 'lama', 'jadi', 'glow', 'up']","['pertama', 'kali', 'mencoba', 'warna', 'kulit', 'cenderung', 'gelap', 'awalnya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'lebih', 'cerah', 'bukan', 'jadi', 'tone', 'up', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'kering', 'lama', 'jadi', 'glow', 'up']","['pertama', 'kali', 'coba', 'warna', 'kulit', 'cenderung', 'gelap', 'awal', 'pikir', 'bakal', 'jomplang', 'pas', 'pakai', 'nyata', 'blend', 'banget', 'sama', 'kulit', 'warna', 'jadi', 'lebih', 'cerah', 'bukan', 'jadi', 'tone', 'up', 'tekstur', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awal', 'kaya', 'mate', 'pas', 'kering', 'lama', 'jadi', 'glow', 'up']"
101,kynya udah botol ke apa gt secocok itu dikulit saya yg normal cenderung kering enaknya krn ga ada white cast ato tone up jd ga berasa cemong dikulit saya yg putih,Positif,sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,"['sepertinya', 'sudah', 'botol', 'ke', 'apa', 'begitu', 'secocok', 'itu', 'dikulit', 'saya', 'yang', 'normal', 'cenderung', 'kering', 'enaknya', 'karena', 'enggak', 'ada', 'white', 'cast', 'atau', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'saya', 'yang', 'putih']","['sepertinya', 'botol', 'apa', 'secocok', 'dikulit', 'normal', 'cenderung', 'kering', 'enaknya', 'enggak', 'white', 'cast', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'putih']","['seperti', 'botol', 'apa', 'cocok', 'kulit', 'normal', 'cenderung', 'kering', 'enak', 'enggak', 'white', 'cast', 'tone', 'up', 'jadi', 'enggak', 'asa', 'cemong', 'kulit', 'putih']"
102,botol kedua enak dikulit gampang menyerap ga ada masalah ke kulitnya mantap,Positif,botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,"['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'ada', 'masalah', 'ke', 'kulitnya', 'mantap']","['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'masalah', 'kulitnya', 'mantap']","['botol', 'dua', 'enak', 'kulit', 'gampang', 'serap', 'enggak', 'masalah', 'kulit', 'mantap']"
103,produk tp beda isi cairannya cs ditanya ga membantu bertele tele,Negatif,produk tapi beda isi cairannya customer service ditanya enggak membantu bertele tele,"['produk', 'tapi', 'beda', 'isi', 'cairannya', 'customer', 'service', 'ditanya', 'enggak', 'membantu', 'bertele', 'tele']","['produk', 'beda', 'isi', 'cairannya', 'customer', 'service', 'ditanya', 'enggak', 'membantu', 'bertele', 'tele']","['produk', 'beda', 'isi', 'cair', 'customer', 'service', 'tanya', 'enggak', 'bantu', 'tele', 'tele']"
104,kecewa karena isi tidak full seperti saya beli di tempat lain,Negatif,kecewa karena isi tidak full seperti saya beli di tempat lain,"['kecewa', 'karena', 'isi', 'tidak', 'full', 'seperti', 'saya', 'beli', 'di', 'tempat', 'lain']","['kecewa', 'isi', 'tidak', 'full', 'beli', 'tempat']","['kecewa', 'isi', 'tidak', 'full', 'beli', 'tempat']"
105,terpaksa kasi penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli,Negatif,terpaksa kasih penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli,"['terpaksa', 'kasih', 'penilaian', 'jelek', 'untuk', 'admin', 'al', 'el', 've', 'yang', 'handle', 'chat', 'karena', 'balasnya', 'asal', 'dan', 'tidak', 'menjawab', 'konsultasi', 'customer', 'dengan', 'baik', 'pertanyan', 'dan', 'jawabannya', 'tidak', 'sesuai', 'asal', 'balas', 'tanpa', 'membaca', 'permasalahan', 'pembeli']","['terpaksa', 'kasih', 'penilaian', 'jelek', 'admin', 'al', 'el', 've', 'handle', 'chat', 'balasnya', 'asal', 'tidak', 'menjawab', 'konsultasi', 'customer', 'baik', 'pertanyan', 'jawabannya', 'tidak', 'sesuai', 'asal', 'balas', 'tanpa', 'membaca', 'permasalahan', 'pembeli']","['paksa', 'kasih', 'nilai', 'jelek', 'admin', 'al', 'el', 've', 'handle', 'chat', 'balas', 'asal', 'tidak', 'jawab', 'konsultasi', 'customer', 'baik', 'pertanyan', 'jawab', 'tidak', 'sesuai', 'asal', 'balas', 'tanpa', 'baca', 'masalah', 'beli']"
106,baru coba semoga cocok recommended seller,Positif,baru coba semoga cocok recommended seller,"['baru', 'coba', 'semoga', 'cocok', 'recommended', 'seller']","['baru', 'coba', 'semoga', 'cocok', 'recommended', 'seller']","['baru', 'coba', 'moga', 'cocok', 'recommended', 'seller']"
107,pertama kali nyoba tinted sunscreen mudahan cocok dan gak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebel mantappp,Positif,pertama kali mencoba tinted sunscreen mudahan cocok dan enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,"['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'dan', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['pertama', 'kali', 'coba', 'tinted', 'sunscreen', 'mudah', 'cocok', 'enggak', 'oksidasi', 'sesuai', 'klaim', 'packing', 'aman', 'kardus', 'tambah', 'bubble', 'wrap', 'tebal', 'mantap']"
108,pesan barang paket lengkap yg dtg hanya paket,Positif,pesan barang paket lengkap yang datang hanya paket,"['pesan', 'barang', 'paket', 'lengkap', 'yang', 'datang', 'hanya', 'paket']","['pesan', 'barang', 'paket', 'lengkap', 'datang', 'paket']","['pesan', 'barang', 'paket', 'lengkap', 'datang', 'paket']"
109,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online gak tahu real or chat bot bikin insecure,Negatif,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,"['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'di', 'proses', 'walau', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']","['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'proses', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']","['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'proses', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']"
110,lemot responnya,Negatif,lemot responnya,"['lemot', 'responnya']","['lemot', 'responnya']","['lot', 'responnya']"
111,wtf pas buka tutupnya ternyata yg keputer malah ke tempat moisturizernya langsung tumpah setengah,Negatif,wtf pas buka tutupnya ternyata yang keputer malah ke tempat moisturizernya langsung tumpah setengah,"['wtf', 'pas', 'buka', 'tutupnya', 'ternyata', 'yang', 'keputer', 'malah', 'ke', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'setengah']","['wtf', 'pas', 'buka', 'tutupnya', 'ternyata', 'keputer', 'malah', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'setengah']","['wtf', 'pas', 'buka', 'tutup', 'nyata', 'puter', 'malah', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'tengah']"
112,isi tidak sesuai,Negatif,isi tidak sesuai,"['isi', 'tidak', 'sesuai']","['isi', 'tidak', 'sesuai']","['isi', 'tidak', 'sesuai']"
113,thanks,Positif,thanks,['thanks'],['thanks'],['thanks']
114,well received thanks,Positif,well received thanks,"['well', 'received', 'thanks']","['well', 'received', 'thanks']","['well', 'received', 'thanks']"
115,barang sampai dengan aman cuma di aku agak ke abuan dikit tp masih bisa ditoleransi thx ya,Positif,barang sampai dengan aman cuma di aku agak ke abuan dikit tapi masih bisa ditoleransi thanks ya,"['barang', 'sampai', 'dengan', 'aman', 'cuma', 'di', 'aku', 'agak', 'ke', 'abuan', 'dikit', 'tapi', 'masih', 'bisa', 'ditoleransi', 'thanks', 'ya']","['barang', 'aman', 'cuma', 'aku', 'abuan', 'dikit', 'ditoleransi', 'thanks']","['barang', 'aman', 'cuma', 'aku', 'abuan', 'dikit', 'toleransi', 'thanks']"
116,produknya biasa saja tapi yg paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal,Negatif,produknya biasa saja tapi yang paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal,"['produknya', 'biasa', 'saja', 'tapi', 'yang', 'paling', 'parah', 'pelayanannya', 'sangat', 'tidak', 'memuaskan', 'tidak', 'helpfull', 'tidak', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'disini', 'kesalahan', 'sedikit', 'saja', 'bakal', 'fatal']","['produknya', 'biasa', 'paling', 'parah', 'pelayanannya', 'sangat', 'tidak', 'memuaskan', 'tidak', 'helpfull', 'tidak', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'disini', 'kesalahan', 'sedikit', 'bakal', 'fatal']","['produk', 'biasa', 'paling', 'parah', 'layan', 'sangat', 'tidak', 'muas', 'tidak', 'helpfull', 'tidak', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'sini', 'salah', 'sedikit', 'bakal', 'fatal']"
117,katanya check out jam dapet lm taunya engga boohong banget buat yang mau check out jangan percaya ya,Negatif,katanya check out jam dapat lama taunya enggak boohong banget buat yang mau check out jangan percaya ya,"['katanya', 'check', 'out', 'jam', 'dapat', 'lama', 'taunya', 'enggak', 'boohong', 'banget', 'buat', 'yang', 'mau', 'check', 'out', 'jangan', 'percaya', 'ya']","['katanya', 'check', 'out', 'jam', 'lama', 'taunya', 'enggak', 'boohong', 'banget', 'buat', 'mau', 'check', 'out', 'jangan', 'percaya']","['kata', 'check', 'out', 'jam', 'lama', 'tau', 'enggak', 'boohong', 'banget', 'buat', 'mau', 'check', 'out', 'jangan', 'percaya']"
118,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terimakasih alasan saya beli di toko ini adalah karna harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampe rb kecewa udh ganti produk eye care lain makasih saya beli tetapi dibatalkan sama somethinc jahat bgt pesannya pake usaha juga kalau tidak beli eye game changer ini di sini mau beli dmn lagi di stockist harganya beda rb rb makasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bs beli banyak makasih,Negatif,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terima kasih alasan saya beli di toko ini adalah karena harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampai ribu kecewa sudah ganti produk eye care lain terima kasih saya beli tetapi dibatalkan sama somethinc jahat banget pesannya pakai usaha juga kalau tidak beli eye game changer ini di sini mau beli dimana lagi di stockist harganya beda ribu ribu terima kasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bisa beli banyak terima kasih,"['kecewa', 'pesanan', 'saya', 'dibatalkan', 'yang', 'lain', 'tidak', 'akan', 'pernah', 'mau', 'beli', 'lagi', 'terima', 'kasih', 'alasan', 'saya', 'beli', 'di', 'toko', 'ini', 'adalah', 'karena', 'harga', 'dari', 'pusat', 'normal', 'sedangkan', 'beli', 'di', 'reseller', 'harga', 'melambung', 'jauh', 'sampai', 'ribu', 'kecewa', 'sudah', 'ganti', 'produk', 'eye', 'care', 'lain', 'terima', 'kasih', 'saya', 'beli', 'tetapi', 'dibatalkan', 'sama', 'somethinc', 'jahat', 'banget', 'pesannya', 'pakai', 'usaha', 'juga', 'kalau', 'tidak', 'beli', 'eye', 'game', 'changer', 'ini', 'di', 'sini', 'mau', 'beli', 'dimana', 'lagi', 'di', 'stockist', 'harganya', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'belum', 'lagi', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'saya', 'beli', 'di', 'official', 'mana', 'pun', 'bisa', 'beli', 'banyak', 'terima', 'kasih']","['kecewa', 'pesanan', 'dibatalkan', 'tidak', 'pernah', 'mau', 'beli', 'terima', 'kasih', 'alasan', 'beli', 'toko', 'harga', 'pusat', 'normal', 'beli', 'reseller', 'harga', 'melambung', 'jauh', 'ribu', 'kecewa', 'ganti', 'produk', 'eye', 'care', 'terima', 'kasih', 'beli', 'dibatalkan', 'sama', 'somethinc', 'jahat', 'banget', 'pesannya', 'pakai', 'usaha', 'kalau', 'tidak', 'beli', 'eye', 'game', 'changer', 'sini', 'mau', 'beli', 'stockist', 'harganya', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'belum', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'beli', 'official', 'mana', 'beli', 'banyak', 'terima', 'kasih']","['kecewa', 'pesan', 'batal', 'tidak', 'pernah', 'mau', 'beli', 'terima', 'kasih', 'alas', 'beli', 'toko', 'harga', 'pusat', 'normal', 'beli', 'reseller', 'harga', 'lambung', 'jauh', 'ribu', 'kecewa', 'ganti', 'produk', 'eye', 'care', 'terima', 'kasih', 'beli', 'batal', 'sama', 'somethinc', 'jahat', 'banget', 'pesan', 'pakai', 'usaha', 'kalau', 'tidak', 'beli', 'eye', 'game', 'changer', 'sini', 'mau', 'beli', 'stockist', 'harga', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'belum', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'beli', 'official', 'mana', 'beli', 'banyak', 'terima', 'kasih']"
119,kecepatan pengiriman baik ada bubble warp,Netral,kecepatan pengiriman baik ada bubble warp,"['kecepatan', 'pengiriman', 'baik', 'ada', 'bubble', 'warp']","['kecepatan', 'pengiriman', 'baik', 'bubble', 'warp']","['cepat', 'kirim', 'baik', 'bubble', 'warp']"
120,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,Netral,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar']"
121,dpt harga ceban yay blm dicoba,Netral,dapat harga ceban yay belum dicoba,"['dapat', 'harga', 'ceban', 'yay', 'belum', 'dicoba']","['harga', 'ceban', 'yay', 'belum', 'dicoba']","['harga', 'ceban', 'yay', 'belum', 'coba']"
122,pembelian kesekian kalinya cocok di muka apalagi klo pas jerawatan kulitnya tetep bs bnafas,Netral,pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bnafas,"['pembelian', 'kesekian', 'kalinya', 'cocok', 'di', 'muka', 'apalagi', 'kalo', 'pas', 'jerawatan', 'kulitnya', 'tetap', 'bisa', 'bnafas']","['pembelian', 'kesekian', 'kalinya', 'cocok', 'muka', 'kalo', 'pas', 'jerawatan', 'kulitnya', 'tetap', 'bnafas']","['beli', 'sekian', 'kali', 'cocok', 'muka', 'kalo', 'pas', 'jerawat', 'kulit', 'tetap', 'bnafas']"
