,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
76,sebenernya aku suka banget produknya meresapnya cepat banget ke kulit ga lengket dan greasy nyaman daan kebetulan cocok karena bekas jerawatku emang jadi lebih memudar tidak hilang begitu saja dan tentunya butuh prosesnya ya bestie tapiii yang menurutku skin game harus perhatikan lagi adalah pemilihan packaging pump nya agak keras lalu produk yang keluar malah jadi loncat dan banyak terbuang entah di leher botol atau terjun bebas sedih hiks mungkin jika ada konsiderasi untuk improve pump nya aku akan kasih bintang ,Positif,sebenarnya aku suka banget produknya meresapnya cepat banget ke kulit enggak lengket dan greasy nyaman daan kebetulan cocok karena bekas jerawatku memang jadi lebih memudar tidak hilang begitu saja dan tentunya butuh prosesnya ya bestie tapiii yang menurutku skin game harus perhatikan lagi adalah pemilihan packaging pump nya agak keras lalu produk yang keluar malah jadi loncat dan banyak terbuang entah di leher botol atau terjun bebas sedih hiks mungkin jika ada konsiderasi untuk improve pump nya aku akan kasih bintang ,"['sebenarnya', 'aku', 'suka', 'banget', 'produknya', 'meresapnya', 'cepat', 'banget', 'ke', 'kulit', 'enggak', 'lengket', 'dan', 'greasy', 'nyaman', 'daan', 'kebetulan', 'cocok', 'karena', 'bekas', 'jerawatku', 'memang', 'jadi', 'lebih', 'memudar', 'tidak', 'hilang', 'begitu', 'saja', 'dan', 'tentunya', 'butuh', 'prosesnya', 'ya', 'bestie', 'tapiii', 'yang', 'menurutku', 'skin', 'game', 'harus', 'perhatikan', 'lagi', 'adalah', 'pemilihan', 'packaging', 'pump', 'nya', 'agak', 'keras', 'lalu', 'produk', 'yang', 'keluar', 'malah', 'jadi', 'loncat', 'dan', 'banyak', 'terbuang', 'entah', 'di', 'leher', 'botol', 'atau', 'terjun', 'bebas', 'sedih', 'hiks', 'mungkin', 'jika', 'ada', 'konsiderasi', 'untuk', 'improve', 'pump', 'nya', 'aku', 'akan', 'kasih', 'bintang']","['sebenarnya', 'aku', 'suka', 'banget', 'produknya', 'meresapnya', 'cepat', 'banget', 'kulit', 'enggak', 'lengket', 'greasy', 'nyaman', 'daan', 'kebetulan', 'cocok', 'bekas', 'jerawatku', 'memang', 'jadi', 'lebih', 'memudar', 'hilang', 'tentunya', 'butuh', 'prosesnya', 'bestie', 'tapiii', 'menurutku', 'skin', 'game', 'perhatikan', 'pemilihan', 'packaging', 'pump', 'nya', 'keras', 'lalu', 'produk', 'keluar', 'malah', 'jadi', 'loncat', 'banyak', 'terbuang', 'entah', 'leher', 'botol', 'terjun', 'bebas', 'sedih', 'hiks', 'mungkin', 'konsiderasi', 'improve', 'pump', 'nya', 'aku', 'kasih', 'bintang']","['benar', 'aku', 'suka', 'banget', 'produk', 'resap', 'cepat', 'banget', 'kulit', 'enggak', 'lengket', 'greasy', 'nyaman', 'daan', 'betul', 'cocok', 'bekas', 'jerawat', 'memang', 'jadi', 'lebih', 'pudar', 'hilang', 'tentu', 'butuh', 'proses', 'bestie', 'tapiii', 'turut', 'skin', 'game', 'perhati', 'pilih', 'packaging', 'pump', 'nya', 'keras', 'lalu', 'produk', 'keluar', 'malah', 'jadi', 'loncat', 'banyak', 'buang', 'entah', 'leher', 'botol', 'terjun', 'bebas', 'sedih', 'hiks', 'mungkin', 'konsiderasi', 'improve', 'pump', 'nya', 'aku', 'kasih', 'bintang']"
77,maaf banget tp ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,Negatif,maaf banget tapi ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,"['maaf', 'banget', 'tapi', 'ini', 'susah', 'banget', 'diratainnya', 'dan', 'whitecast', 'parah', 'bikin', 'kulit', 'jadi', 'kering', 'banget']","['maaf', 'banget', 'susah', 'banget', 'diratainnya', 'whitecast', 'parah', 'bikin', 'kulit', 'jadi', 'kering', 'banget']","['maaf', 'banget', 'susah', 'banget', 'diratainnya', 'whitecast', 'parah', 'bikin', 'kulit', 'jadi', 'kering', 'banget']"
78,warna nya kuning entah karena apa,Netral,warna nya kuning entah karena apa,"['warna', 'nya', 'kuning', 'entah', 'karena', 'apa']","['warna', 'nya', 'kuning', 'entah', 'apa']","['warna', 'nya', 'kuning', 'entah', 'apa']"
79,abis pake ini besokannya langsung muncul banyak jerawat kecil,Negatif,habis pakai ini besokannya langsung muncul banyak jerawat kecil,"['habis', 'pakai', 'ini', 'besokannya', 'langsung', 'muncul', 'banyak', 'jerawat', 'kecil']","['habis', 'pakai', 'besokannya', 'langsung', 'muncul', 'banyak', 'jerawat', 'kecil']","['habis', 'pakai', 'besok', 'langsung', 'muncul', 'banyak', 'jerawat', 'kecil']"
80,isinya berantakan,Negatif,isinya berantakan,"['isinya', 'berantakan']","['isinya', 'berantakan']","['isi', 'beranta']"
81,bikin aku jerawatan,Negatif,bikin aku jerawatan,"['bikin', 'aku', 'jerawatan']","['bikin', 'aku', 'jerawatan']","['bikin', 'aku', 'jerawat']"
82,produk belum dicoba pengiriman tidak menggunakan bubble wrap hanya produk dan kotak pengiriman saat dibuka botol terasa panas mungkin krn tidak di lapisi bubble wrap jadi langsung terpapar sinar matahari saat pengiriman semoga produk masi efektif kandungannya,Negatif,produk belum dicoba pengiriman tidak menggunakan bubble wrap hanya produk dan kotak pengiriman saat dibuka botol terasa panas mungkin karena tidak di lapisi bubble wrap jadi langsung terpapar sinar matahari saat pengiriman semoga produk masih efektif kandungannya,"['produk', 'belum', 'dicoba', 'pengiriman', 'tidak', 'menggunakan', 'bubble', 'wrap', 'hanya', 'produk', 'dan', 'kotak', 'pengiriman', 'saat', 'dibuka', 'botol', 'terasa', 'panas', 'mungkin', 'karena', 'tidak', 'di', 'lapisi', 'bubble', 'wrap', 'jadi', 'langsung', 'terpapar', 'sinar', 'matahari', 'saat', 'pengiriman', 'semoga', 'produk', 'masih', 'efektif', 'kandungannya']","['produk', 'dicoba', 'pengiriman', 'menggunakan', 'bubble', 'wrap', 'produk', 'kotak', 'pengiriman', 'dibuka', 'botol', 'terasa', 'panas', 'mungkin', 'lapisi', 'bubble', 'wrap', 'jadi', 'langsung', 'terpapar', 'sinar', 'matahari', 'pengiriman', 'semoga', 'produk', 'efektif', 'kandungannya']","['produk', 'coba', 'kirim', 'guna', 'bubble', 'wrap', 'produk', 'kotak', 'kirim', 'buka', 'botol', 'asa', 'panas', 'mungkin', 'lapis', 'bubble', 'wrap', 'jadi', 'langsung', 'papar', 'sinar', 'matahari', 'kirim', 'moga', 'produk', 'efektif', 'kandung']"
83,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,Negatif,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selangnya', 'sependek', 'apa', 'sih', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'aku', 'cari', 'enggak', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selang', 'pendek', 'apa', 'sih', 'hilang', 'bawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'aku', 'cari', 'enggak', 'selang', 'pakai', 'tube', 'aja', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'masalah', 'mulu', 'sayang', 'banget', 'padahal', 'formula', 'bagus', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']"
84,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,Negatif,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']","['parah', 'banget', 'seller', 'pengiriman', 'kurir', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'seller', 'professional', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'hargai', 'customer', 'membungkus', 'paket', 'baik', 'benar']","['parah', 'banget', 'seller', 'kirim', 'kurir', 'lama', 'banget', 'kirim', 'plus', 'waktu', 'buka', 'paket', 'rusak', 'enggak', 'jelas', 'seller', 'professional', 'niat', 'jual', 'sama', 'sekali', 'meski', 'official', 'store', 'harga', 'customer', 'bungkus', 'paket', 'baik', 'benar']"
85,untuk packaging suka bangettt dan pengeriman juga cepat cuman sorry bgt kykny memang ga cocok di aku kyk lgsg jerawatan besar gitu,Netral,untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kayaknya memang enggak cocok di aku kayak langsung jerawatan besar begitu,"['untuk', 'packaging', 'suka', 'banget', 'dan', 'pengeriman', 'juga', 'cepat', 'cuman', 'sorry', 'banget', 'kayaknya', 'memang', 'enggak', 'cocok', 'di', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar', 'begitu']","['packaging', 'suka', 'banget', 'pengeriman', 'cepat', 'cuman', 'sorry', 'banget', 'kayaknya', 'memang', 'enggak', 'cocok', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar']","['packaging', 'suka', 'banget', 'rim', 'cepat', 'cuman', 'sorry', 'banget', 'kayak', 'memang', 'enggak', 'cocok', 'aku', 'kayak', 'langsung', 'jerawat', 'besar']"
86,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,Negatif,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,"['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'saya', 'sudah', 'pemakaian', 'bulan', 'kanan', 'masih', 'bening']","['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'pemakaian', 'bulan', 'kanan', 'bening']","['warna', 'kuning', 'kiri', 'padahal', 'baru', 'buka', 'punya', 'pakai', 'bulan', 'kanan', 'bening']"
87,bener jadi geprek gak pake bubble wrap sama sekali hancur semua,Negatif,benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,"['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']","['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']","['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']"
88,belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yg baik dan cepat,Positif,belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik dan cepat,"['belum', 'coba', 'pertama', 'kali', 'beli', 'semoga', 'cocok', 'bintang', 'ini', 'diberikan', 'untuk', 'respon', 'admin', 'dan', 'pengantaran', 'pesanan', 'yang', 'baik', 'dan', 'cepat']","['coba', 'pertama', 'kali', 'beli', 'semoga', 'cocok', 'bintang', 'diberikan', 'respon', 'admin', 'pengantaran', 'pesanan', 'baik', 'cepat']","['coba', 'pertama', 'kali', 'beli', 'moga', 'cocok', 'bintang', 'beri', 'respon', 'admin', 'antar', 'pesan', 'baik', 'cepat']"
89,fast response on time delivery,Positif,fast response on time delivery,"['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'on', 'time', 'delivery']"
90,blm coba semoga cocok,Positif,belum coba semoga cocok,"['belum', 'coba', 'semoga', 'cocok']","['coba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']"
91,tipe kulitku berminyak masalah kulitku pori besar,Netral,tipe kulitku berminyak masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'pori', 'besar']"
92,semoga cocok  makasih bonusnya,Positif,semoga cocok  terima kasih bonusnya,"['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['moga', 'cocok', 'terima', 'kasih', 'bonus']"
93,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karna pengiriman dipindahtangankan sama kurir pertama kecewa saya pdhal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya trimakasih,Negatif,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karena pengiriman dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih,"['barang', 'tidak', 'saya', 'terima', 'sampai', 'sekarang', 'kurir', 'ditanya', 'balesnya', 'lama', 'karena', 'pengiriman', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'saya', 'padahal', 'alamat', 'sudah', 'sesuai', 'dan', 'biasanya', 'begini', 'tolong', 'kak', 'dikomplain', 'bagian', 'ekspedisi', 'pengirimannya', 'terima', 'kasih']","['barang', 'terima', 'sekarang', 'kurir', 'ditanya', 'balesnya', 'lama', 'pengiriman', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'padahal', 'alamat', 'sesuai', 'biasanya', 'begini', 'kak', 'dikomplain', 'bagian', 'ekspedisi', 'pengirimannya', 'terima', 'kasih']","['barang', 'terima', 'sekarang', 'kurir', 'tanya', 'balesnya', 'lama', 'kirim', 'dipindahtangankan', 'sama', 'kurir', 'pertama', 'kecewa', 'padahal', 'alamat', 'sesuai', 'biasa', 'begini', 'kak', 'komplain', 'bagi', 'ekspedisi', 'kirim', 'terima', 'kasih']"
94,engga cocok mukaku tambah jerawat parah,Negatif,enggak cocok mukaku tambah jerawat parah,"['enggak', 'cocok', 'mukaku', 'tambah', 'jerawat', 'parah']","['enggak', 'cocok', 'mukaku', 'tambah', 'jerawat', 'parah']","['enggak', 'cocok', 'muka', 'tambah', 'jerawat', 'parah']"
95,hadiahnya bohongan,Negatif,hadiahnya bohongan,"['hadiahnya', 'bohongan']","['hadiahnya', 'bohongan']","['hadiah', 'bohong']"
96,bohong,Negatif,berbohong,['berbohong'],['berbohong'],['bohong']
97,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,Positif,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,"['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['baru', 'mau', 'coba', 'moga', 'cocok', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat']"
98,okeee,Positif,oke,['oke'],['oke'],['oke']
99,tipe kulitku kering tipe kulitku normal,Netral,tipe kulitku kering tipe kulitku normal,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal']"
100,pertama kali nyobain dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake tp ternyata blend bgt ma kulit warnanya jd agak lbh cerah tp bukan jd tone up jg teksturnya ky foundy cair cpt nyerap awalnya ky mate pas udah kering tp lama jd glow up,Positif,pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,"['pertama', 'kali', 'mencoba', 'dengan', 'warna', 'kulit', 'saya', 'yang', 'cenderung', 'agak', 'gelap', 'awalnya', 'saya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'tapi', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'agak', 'lebih', 'cerah', 'tapi', 'bukan', 'jadi', 'tone', 'up', 'juga', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'sudah', 'kering', 'tapi', 'lama', 'jadi', 'glow', 'up']","['pertama', 'kali', 'mencoba', 'warna', 'kulit', 'cenderung', 'gelap', 'awalnya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'lebih', 'cerah', 'bukan', 'jadi', 'tone', 'up', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'kering', 'lama', 'jadi', 'glow', 'up']","['pertama', 'kali', 'coba', 'warna', 'kulit', 'cenderung', 'gelap', 'awal', 'pikir', 'bakal', 'jomplang', 'pas', 'pakai', 'nyata', 'blend', 'banget', 'sama', 'kulit', 'warna', 'jadi', 'lebih', 'cerah', 'bukan', 'jadi', 'tone', 'up', 'tekstur', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awal', 'kaya', 'mate', 'pas', 'kering', 'lama', 'jadi', 'glow', 'up']"
101,kynya udah botol ke apa gt secocok itu dikulit saya yg normal cenderung kering enaknya krn ga ada white cast ato tone up jd ga berasa cemong dikulit saya yg putih,Positif,sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,"['sepertinya', 'sudah', 'botol', 'ke', 'apa', 'begitu', 'secocok', 'itu', 'dikulit', 'saya', 'yang', 'normal', 'cenderung', 'kering', 'enaknya', 'karena', 'enggak', 'ada', 'white', 'cast', 'atau', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'saya', 'yang', 'putih']","['sepertinya', 'botol', 'apa', 'secocok', 'dikulit', 'normal', 'cenderung', 'kering', 'enaknya', 'enggak', 'white', 'cast', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'putih']","['seperti', 'botol', 'apa', 'cocok', 'kulit', 'normal', 'cenderung', 'kering', 'enak', 'enggak', 'white', 'cast', 'tone', 'up', 'jadi', 'enggak', 'asa', 'cemong', 'kulit', 'putih']"
102,botol kedua enak dikulit gampang menyerap ga ada masalah ke kulitnya mantap,Positif,botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,"['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'ada', 'masalah', 'ke', 'kulitnya', 'mantap']","['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'masalah', 'kulitnya', 'mantap']","['botol', 'dua', 'enak', 'kulit', 'gampang', 'serap', 'enggak', 'masalah', 'kulit', 'mantap']"
103,produk tp beda isi cairannya cs ditanya ga membantu bertele tele,Negatif,produk tapi beda isi cairannya customer service ditanya enggak membantu bertele tele,"['produk', 'tapi', 'beda', 'isi', 'cairannya', 'customer', 'service', 'ditanya', 'enggak', 'membantu', 'bertele', 'tele']","['produk', 'beda', 'isi', 'cairannya', 'customer', 'service', 'ditanya', 'enggak', 'membantu', 'bertele', 'tele']","['produk', 'beda', 'isi', 'cair', 'customer', 'service', 'tanya', 'enggak', 'bantu', 'tele', 'tele']"
104,kecewa karena isi tidak full seperti saya beli di tempat lain,Negatif,kecewa karena isi tidak full seperti saya beli di tempat lain,"['kecewa', 'karena', 'isi', 'tidak', 'full', 'seperti', 'saya', 'beli', 'di', 'tempat', 'lain']","['kecewa', 'isi', 'full', 'beli', 'tempat']","['kecewa', 'isi', 'full', 'beli', 'tempat']"
105,terpaksa kasi penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli,Negatif,terpaksa kasih penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli,"['terpaksa', 'kasih', 'penilaian', 'jelek', 'untuk', 'admin', 'al', 'el', 've', 'yang', 'handle', 'chat', 'karena', 'balasnya', 'asal', 'dan', 'tidak', 'menjawab', 'konsultasi', 'customer', 'dengan', 'baik', 'pertanyan', 'dan', 'jawabannya', 'tidak', 'sesuai', 'asal', 'balas', 'tanpa', 'membaca', 'permasalahan', 'pembeli']","['terpaksa', 'kasih', 'penilaian', 'jelek', 'admin', 'al', 'el', 've', 'handle', 'chat', 'balasnya', 'asal', 'menjawab', 'konsultasi', 'customer', 'baik', 'pertanyan', 'jawabannya', 'sesuai', 'asal', 'balas', 'membaca', 'permasalahan', 'pembeli']","['paksa', 'kasih', 'nilai', 'jelek', 'admin', 'al', 'el', 've', 'handle', 'chat', 'balas', 'asal', 'jawab', 'konsultasi', 'customer', 'baik', 'pertanyan', 'jawab', 'sesuai', 'asal', 'balas', 'baca', 'masalah', 'beli']"
106,baru coba semoga cocok recommended seller,Positif,baru coba semoga cocok recommended seller,"['baru', 'coba', 'semoga', 'cocok', 'recommended', 'seller']","['baru', 'coba', 'semoga', 'cocok', 'recommended', 'seller']","['baru', 'coba', 'moga', 'cocok', 'recommended', 'seller']"
107,pertama kali nyoba tinted sunscreen mudahan cocok dan gak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebel mantappp,Positif,pertama kali mencoba tinted sunscreen mudahan cocok dan enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,"['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'dan', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['pertama', 'kali', 'coba', 'tinted', 'sunscreen', 'mudah', 'cocok', 'enggak', 'oksidasi', 'sesuai', 'klaim', 'packing', 'aman', 'kardus', 'tambah', 'bubble', 'wrap', 'tebal', 'mantap']"
108,pesan barang paket lengkap yg dtg hanya paket,Positif,pesan barang paket lengkap yang datang hanya paket,"['pesan', 'barang', 'paket', 'lengkap', 'yang', 'datang', 'hanya', 'paket']","['pesan', 'barang', 'paket', 'lengkap', 'datang', 'paket']","['pesan', 'barang', 'paket', 'lengkap', 'datang', 'paket']"
109,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online gak tahu real or chat bot bikin insecure,Negatif,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,"['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'di', 'proses', 'walau', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']","['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'proses', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']","['lebih', 'baik', 'sabtu', 'minggu', 'tetap', 'proses', 'kirim', 'nya', 'weekday', 'padahal', 'online', 'enggak', 'tahu', 'real', 'orang', 'chat', 'bot', 'bikin', 'insecure']"
110,lemot responnya,Negatif,lemot responnya,"['lemot', 'responnya']","['lemot', 'responnya']","['lot', 'responnya']"
111,wtf pas buka tutupnya ternyata yg keputer malah ke tempat moisturizernya langsung tumpah setengah,Negatif,wtf pas buka tutupnya ternyata yang keputer malah ke tempat moisturizernya langsung tumpah setengah,"['wtf', 'pas', 'buka', 'tutupnya', 'ternyata', 'yang', 'keputer', 'malah', 'ke', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'setengah']","['wtf', 'pas', 'buka', 'tutupnya', 'ternyata', 'keputer', 'malah', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'setengah']","['wtf', 'pas', 'buka', 'tutup', 'nyata', 'puter', 'malah', 'tempat', 'moisturizernya', 'langsung', 'tumpah', 'tengah']"
112,isi tidak sesuai,Negatif,isi tidak sesuai,"['isi', 'tidak', 'sesuai']","['isi', 'sesuai']","['isi', 'sesuai']"
113,thanks,Positif,thanks,['thanks'],['thanks'],['thanks']
114,well received thanks,Positif,well received thanks,"['well', 'received', 'thanks']","['well', 'received', 'thanks']","['well', 'received', 'thanks']"
115,barang sampai dengan aman cuma di aku agak ke abuan dikit tp masih bisa ditoleransi thx ya,Positif,barang sampai dengan aman cuma di aku agak ke abuan dikit tapi masih bisa ditoleransi thanks ya,"['barang', 'sampai', 'dengan', 'aman', 'cuma', 'di', 'aku', 'agak', 'ke', 'abuan', 'dikit', 'tapi', 'masih', 'bisa', 'ditoleransi', 'thanks', 'ya']","['barang', 'aman', 'cuma', 'aku', 'abuan', 'dikit', 'ditoleransi', 'thanks']","['barang', 'aman', 'cuma', 'aku', 'abuan', 'dikit', 'toleransi', 'thanks']"
